Providers number;Extern attribute;Global strings number;Dex number;Intern attribute;Argument Type number;Balise number;Call number;Special strings number;Custom Argument;Affectation number;Number of sginature permission;Number of Dangerous permission;Average size of class;Services number;Android API;Receivers Numbers;Unicode number;URL Number;Weighted Method per class;Reponse for class;Class number;Permission number;Other Permission number;Number of child;Other Type String Number;SystemArgs;Type;Index
0;87;23084;1;12;7561;14;33;10;0;403;2;5;108;7;0;4;9;86;22,90909091;45,81818182;239;26;19;0;0;0;Malware;970
1;87;10338;1;12;1703;6;44;2;100;878;0;8;24;5;0;5;0;21;22,66118421;45,32236842;23;18;10;0;0;0;Malware;971
0;87;83;1;12;13;2;0;0;100;0;1;4;136;5;0;1;0;0;22,60983607;45,21967213;0;13;8;0;0;0;Malware;972
0;87;106;1;12;1599;2;0;0;100;0;1;5;136;2;0;2;0;0;22,57843137;45,15686275;0;13;7;0;0;0;Malware;973
0;86;23084;1;13;7561;14;33;10;0;403;2;5;110;7;0;4;9;86;22,57843137;45,15686275;239;26;19;0;0;0;Malware;974
0;87;13393;1;12;2546;7;26;9;0;375;1;4;62;2;0;1;0;33;23,17142857;46,34285714;0;15;10;0;0;0;Malware;975
0;87;1919;1;12;177;7;1;0;100;12;0;0;5;0;0;0;0;4;22,32258065;44,64516129;12;0;0;0;0;0;Malware;976
0;87;23084;1;12;7561;14;33;10;0;403;2;5;112;7;0;4;9;86;24,24216524;48,48433048;239;26;19;0;0;0;Malware;977
0;87;76;1;12;250;2;0;0;100;0;1;2;136;3;0;2;0;0;22,30322581;44,60645161;0;8;5;0;0;0;Malware;978
0;83;36547;2;16;6171;69;194;15;100;905;2;1;31;0;0;6;9;102;35,5;71;9;9;6;0,027272727;0;0;Malware;979
0;86;4832;1;13;798;2;11;0;0;129;5;11;144;6;0;4;0;3;21,32732733;42,65465465;4;41;25;0;0;0;Malware;980
1;86;42081;2;13;26499;57;75;10;100;1452;2;9;106;9;2;6;8;206;37,5;75;145;36;25;0;0;0;Malware;981
0;87;91;1;12;49;2;0;0;100;0;2;6;136;4;0;0;0;0;21,32732733;42,65465465;0;21;13;0;0;0;Malware;982
0;85;125;1;14;94;1;0;0;0;0;3;8;4;2;0;1;0;0;21,2994012;42,5988024;0;26;15;0;0;0;Malware;983
0;85;125;1;14;94;1;0;0;0;0;3;8;4;2;0;1;0;0;21,2994012;42,5988024;0;26;15;0;0;0;Malware;984
0;87;83;1;12;191;2;0;0;100;0;5;5;136;11;0;8;0;0;21,25671642;42,51343284;0;35;25;0;0;0;Malware;985
0;86;125;1;13;661;1;0;0;100;0;4;13;4;11;0;5;0;0;21,22916667;42,45833333;0;83;66;0;0;0;Malware;986
1;87;17829;1;12;5690;5;34;2;0;579;3;15;90;4;1;7;0;35;22,09944751;44,19889503;25;37;19;0;0;0;Malware;987
0;87;294;1;12;5009;2;0;0;100;5;4;9;205;7;0;3;0;2;22,21487603;44,42975207;0;37;24;0;0;0;Malware;988
0;87;22773;1;12;11512;18;25;5;100;551;2;8;43;31;0;5;1;61;34,52205882;69,04411765;0;35;25;0,426470588;0;0;Malware;989
1;87;153;1;12;11752;2;0;0;0;0;1;10;137;13;0;7;0;0;8;16;0;37;26;0;0;0;Malware;990
0;87;446;1;12;260;2;0;0;100;0;3;5;4;25;0;17;0;0;21,33333333;42,66666667;2;33;25;0;0;0;Malware;991
0;87;16649;1;12;5774;11;18;10;0;616;0;3;24;2;0;1;8;49;27,71875;55,4375;0;10;7;0;0;0;Malware;992
0;85;125;1;14;94;1;0;0;0;0;3;8;4;2;0;1;0;0;27,24242424;54,48484848;0;26;15;0;0;0;Malware;993
0;87;10185;1;12;2982;8;28;7;0;298;0;1;27;0;0;0;0;20;30,89189189;61,78378378;0;5;4;0;0;0;Malware;994
0;87;414;1;12;206;2;0;0;100;0;2;3;5;2;0;2;0;0;30,89189189;61,78378378;0;14;9;0;0;0;Malware;995
0;83;116;1;16;3674;2;0;0;0;0;1;10;120;3;0;3;0;0;24,22727273;48,45454545;0;22;11;0;0;0;Malware;996
3;87;37493;1;12;13330;12;116;8;0;1418;3;6;20;11;0;4;0;21;25,53968254;51,07936508;511;41;32;0;0;0;Malware;997
0;87;19623;1;12;3831;18;61;7;0;739;2;7;24;14;0;10;0;56;26,09;52,18;3;34;25;0;0;0;Malware;998
0;87;17767;1;12;4036;7;25;1;0;270;2;7;360;1;1;1;0;18;24,7518797;49,5037594;0;19;10;0;0;0;Malware;999
0;87;11211;1;12;1831;13;101;1;0;297;2;5;60;9;0;5;2;24;27,18012422;54,36024845;0;18;11;0;0;0;Malware;1000
0;87;12297;1;12;713;5;31;9;100;301;1;6;33;4;0;2;0;27;27,67692308;55,35384615;0;17;10;0;0;0;Malware;1001
2;87;29946;1;12;10806;52;36;22;0;970;4;11;23;13;0;5;7;188;26,74336283;53,48672566;105;69;54;0;0;0;Malware;1002
1;87;36887;1;12;10958;52;60;4;0;1047;2;6;53;22;0;12;8;110;26,78210117;53,56420233;172;31;23;0;0;0;Malware;1003
0;87;123;1;12;1464;1;0;0;0;0;0;6;4;0;0;0;0;0;26,7248062;53,4496124;0;18;12;0;0;0;Malware;1004
5;87;42168;1;12;16917;11;38;9;0;808;1;9;21;10;0;22;0;82;26,11888112;52,23776224;2140;24;14;0;0;0;Malware;1005
2;87;171;1;12;3281;2;0;0;100;0;1;6;136;8;0;23;0;0;26,20557491;52,41114983;0;26;19;0;0;0;Malware;1006
0;87;126;1;12;95;2;0;0;100;0;0;1;136;0;0;0;0;0;34,45255474;68,90510949;0;4;3;0;0;0;Malware;1007
0;87;11604;1;12;1746;6;16;3;100;227;1;4;114;0;0;0;7;24;22,45945946;44,91891892;147;13;8;0;0;0;Malware;1008
0;83;87;1;16;9;2;0;0;0;0;1;9;120;5;0;3;0;0;22,21052632;44,42105263;0;21;11;0;0;0;Malware;1009
0;82;23543;2;17;9905;20;50;11;100;837;2;8;0;9;0;3;0;91;37,5;75;4;27;17;0;0;0;Malware;1010
67;83;19769;1;16;4852;2;29;5;0;382;10;24;31;74;0;72;0;25;24,97058824;49,94117647;1;228;194;0;0;0;Malware;1011
0;83;145;1;16;3389;2;0;0;0;0;3;7;120;3;0;4;0;0;25,26470588;50,52941176;0;23;13;0;0;0;Malware;1012
1;83;262;2;16;3403;2;0;0;100;0;2;6;58;11;0;8;0;0;34,2;68,4;0;23;15;0;0;0;Malware;1013
0;83;4953;1;16;784;2;6;1;0;49;4;5;19;9;0;13;0;19;20,58333333;41,16666667;0;33;24;3,648148148;0;0;Malware;1014
0;83;18690;1;16;6465;13;27;7;0;320;2;5;83;6;0;3;1;56;22,47727273;44,95454545;262;26;19;31,76515152;0;0;Malware;1015
1;83;54792;1;16;14276;21;57;14;0;767;0;5;28;2;0;2;7;94;22,56687898;45,13375796;695;14;9;58,30573248;0;0;Malware;1016
0;83;32857;1;16;9309;12;178;9;0;1318;1;5;15;8;0;4;7;148;23,09473684;46,18947368;127;25;19;33,23684211;0;0;Malware;1017
0;83;1822;1;16;290;2;11;0;0;103;3;9;165;4;0;7;0;3;21,20627803;42,41255605;0;33;21;1,340807175;0;0;Malware;1018
0;83;91;1;16;173;2;0;0;0;0;1;3;120;6;0;7;0;0;21,14285714;42,28571429;0;14;10;0,129464286;0;0;Malware;1019
0;87;9339;1;12;1577;6;13;0;100;180;0;6;140;0;0;0;0;16;21,16326531;42,32653061;101;10;4;0,804081633;0;0;Malware;1020
0;83;57401;1;16;21662;443;80;23;0;1853;2;11;15;9;0;10;8;252;20,81362007;41,62724014;49;38;25;32,43727599;0;0;Malware;1021
0;82;37155;2;17;16002;85;62;13;100;1345;2;8;18;4;1;14;7;133;30,40350877;60,80701754;112;19;9;0;0;0;Malware;1022
0;83;12049;1;16;3092;2;27;3;100;205;4;9;39;4;1;1;0;23;27,06024096;54,12048193;2;45;32;0;0;0;Malware;1023
0;83;220;1;16;1722;2;0;0;0;0;1;9;166;8;0;0;0;0;20,92142857;41,84285714;0;23;13;0,610714286;0;0;Malware;1024
0;83;83;1;16;1861;2;0;0;0;0;1;10;120;7;0;5;0;0;20,87188612;41,74377224;0;31;20;0,088967972;0;0;Malware;1025
0;83;126;1;16;95;2;0;0;0;0;0;1;120;0;0;0;0;0;20,66903915;41,33807829;0;4;3;0,042704626;0;0;Malware;1026
0;83;9377;1;16;2522;35;8;1;0;161;0;4;31;1;0;6;0;28;19,96496815;39,92993631;286;13;9;3,404458599;0;0;Malware;1027
0;83;287;1;16;2042;2;0;0;0;0;4;13;5;9;0;11;0;0;20,02539683;40,05079365;0;40;23;1,419047619;0;0;Malware;1028
0;83;97;1;17;11;2;0;0;0;0;3;4;120;4;0;5;0;0;19,97777778;39,95555556;0;19;12;0,006349206;0;0;Malware;1029
0;83;31356;1;16;6354;9;109;3;0;994;4;7;35;9;1;4;0;103;20,86011905;41,7202381;0;28;17;11,22321429;0;0;Malware;1030
0;83;33943;1;16;6806;27;142;3;0;1025;2;6;0;7;1;6;0;102;20,86011905;41,7202381;28;24;16;14,48809524;0;0;Malware;1031
0;83;65335;2;16;18548;25;208;22;100;896;0;3;17;6;0;2;7;103;23,38655462;46,77310924;191;14;11;0;0;0;Malware;1032
0;87;91;1;12;622;2;0;0;100;0;1;2;136;3;0;4;0;0;20,8189911;41,6379822;0;10;7;0,798219585;0;0;Malware;1033
1;83;51263;1;16;24815;47;83;8;0;1404;3;14;33;14;0;11;0;293;20,79076087;41,58152174;35;43;26;43,29076087;0;0;Malware;1034
0;83;223;1;16;316;2;0;0;0;5;0;3;170;2;0;0;0;2;20,83967391;41,67934783;0;6;3;0,269021739;0;0;Malware;1035
0;83;39923;1;16;11255;16;61;17;0;628;0;4;145;2;0;3;7;83;20,73138298;41,46276596;0;8;4;7,984042553;0;0;Malware;1036
0;82;7937;1;17;1287;10;7;6;0;171;1;4;24;3;0;3;0;39;22,27363184;44,54726368;0;13;8;4,037313433;0;0;Malware;1037
7;83;48768;2;16;16046;11;199;7;100;1178;4;8;13;11;0;22;0;144;24,68553459;49,37106918;90;35;23;0;0;0;Malware;1038
0;83;43395;1;16;9479;26;77;16;0;564;1;2;100;6;0;5;7;95;34,14110429;68,28220859;1;10;7;0,055214724;0;0;Malware;1039
0;83;22867;2;16;4726;22;45;8;100;404;2;5;0;14;0;10;8;38;24,68553459;49,37106918;9;20;13;0;0;0;Malware;1040
0;81;26160;2;18;7233;15;45;8;100;500;1;0;56;1;0;3;0;79;24,66871166;49,33742331;0;8;7;0;0;0;Malware;1041
0;82;43963;1;17;10284;17;83;14;0;722;0;1;20;2;9;5;7;107;23,69444444;47,38888889;2;6;5;0;0;0;Malware;1042
0;83;5657;1;16;846;6;14;3;0;203;0;4;155;1;0;0;0;268;16,65822785;33,3164557;114;7;3;0;0;0;Malware;1043
1;82;285;2;17;3780;2;0;0;100;0;2;11;58;9;0;4;0;0;24,86585366;49,73170732;0;29;16;0;0;0;Malware;1044
1;83;11815;1;16;2304;3;8;4;0;597;4;11;5;12;0;13;0;23;16,39325843;32,78651685;1;37;22;0;0;0;Malware;1045
0;83;20801;1;16;5831;29;23;3;0;394;0;3;32;3;0;0;0;48;17,82242991;35,64485981;134;6;3;0;0;0;Malware;1046
1;83;14385;1;16;3600;80;13;3;0;294;2;3;337;3;0;3;0;52;17,28244275;34,5648855;3;18;13;0;0;0;Malware;1047
0;83;4184;1;16;920;26;8;1;0;96;1;2;70;8;0;6;0;8;16,63313609;33,26627219;28;10;7;0;0;0;Malware;1048
0;83;155;1;16;1068;2;0;0;0;0;2;5;120;10;0;4;0;0;16,80588235;33,61176471;0;21;14;0;0;0;Malware;1049
0;83;187;2;16;10;1;0;0;100;0;3;7;62;6;0;4;0;0;24,68674699;49,37349398;0;27;17;0;0;0;Malware;1050
1;87;41624;1;12;15945;9;155;1;0;1041;5;11;17;21;0;24;8;288;17,32338308;34,64676617;90;109;93;0;0;0;Malware;1051
0;82;17288;1;17;7324;5;38;5;0;670;1;6;24;8;0;3;7;77;17,10434783;34,20869565;25;18;11;0;0;0;Malware;1052
0;83;4021;1;16;596;2;15;1;0;152;3;7;72;3;0;2;0;5;16,16538462;32,33076923;0;22;12;0;0;0;Malware;1053
0;83;30855;1;16;6831;47;56;7;0;1443;4;13;18;11;0;7;0;201;16,4180602;32,8361204;74;49;32;0;0;0;Malware;1054
1;83;38357;1;16;15044;8;139;5;0;930;5;11;19;20;0;23;8;272;16,58899676;33,17799353;90;109;93;0;0;0;Malware;1055
0;83;287;1;16;2042;2;0;0;0;0;4;13;5;9;0;11;0;0;16,66129032;33,32258065;0;40;23;0;0;0;Malware;1056
0;83;246;1;16;2838;2;0;0;0;0;3;8;120;3;0;5;0;0;16,78709677;33,57419355;0;26;15;0;0;0;Malware;1057
1;82;48471;1;17;8488;24;56;25;0;755;0;5;27;11;0;7;7;74;16,69538462;33,39076923;2;11;6;0;0;0;Malware;1058
0;83;1228;1;16;95;2;0;0;100;10;0;1;326;0;0;1;0;7;23,81355932;47,62711864;13;2;1;0;0;0;Malware;1059
0;83;7490;1;16;1323;2;12;0;0;153;0;7;135;5;0;4;0;4;16,41618497;32,83236994;0;15;8;0;0;0;Malware;1060
0;86;20855;1;13;5406;8;16;0;0;206;0;2;177;0;0;0;0;1;18,62533693;37,25067385;0;5;3;0;0;0;Malware;1061
0;83;11502;1;16;1713;6;22;3;0;248;0;6;67;4;0;3;0;29;18,98024691;37,96049383;232;16;10;0;0;0;Malware;1062
0;82;40740;1;17;19370;72;56;17;0;956;1;10;27;12;0;7;0;295;18,98390805;37,96781609;3178;25;14;0;0;0;Malware;1063
0;87;41228;1;12;12482;56;73;5;100;1146;2;6;53;17;0;12;8;103;19,41356674;38,82713348;215;30;22;0;0;0;Malware;1064
0;83;26619;1;16;8625;12;33;5;0;549;2;7;42;8;0;7;0;82;20,18969072;40,37938144;11;33;24;0;0;0;Malware;1065
1;83;27002;1;16;4314;28;35;14;100;715;1;5;31;2;0;2;7;131;23,8115942;47,62318841;2;17;11;0;0;0;Malware;1066
0;83;122;2;16;315;1;0;0;100;0;4;11;4;10;0;3;0;0;23,75480769;47,50961538;0;42;27;0;0;0;Malware;1067
0;81;122;2;18;129;1;0;0;100;0;4;11;4;11;0;7;0;0;23,69856459;47,39712919;0;43;28;0;0;0;Malware;1068
0;82;122;2;17;131;1;0;0;100;0;4;11;4;13;0;8;0;0;23,64285714;47,28571429;0;43;28;0;0;0;Malware;1069
2;83;43415;2;16;26843;29;66;12;100;1304;2;6;23;10;0;8;0;142;26,26666667;52,53333333;73;25;17;0;0;0;Malware;1070
1;82;172;2;17;940;2;0;0;100;0;0;0;121;1;0;1;0;0;26,06521739;52,13043478;0;2;2;0;0;0;Malware;1071
